[0, 1.121654038454414, 0, 90, 1296.0, 1457.0, 12006048.151777776, -771506.6010823712, 360]
[0, 1.121654038454414, 0, 90, 1381.0, 1457.0, 12006049.26173906, -771506.4395468385, 360]
[0, 1.121654038454414, 0, 90, 1466.0, 1457.0, 12006050.371700345, -771506.2780113058, 360]
[-1.121654038454414, 0, 0, 90, 1466.0, 1360.0, 12006051.493323337, -771506.2696660982, -90]
[0, -1.121654038454414, 0, 90, 1381.0, 1360.0, 12006050.37235059, -771506.3087542491, 0]
[0, -1.121654038454414, 0, 90, 1296.0, 1360.0, 12006049.251377843, -771506.3478424001, 0]
[0, -1.121654038454414, 0, 90, 1211.0, 1360.0, 12006048.130405096, -771506.386930551, 0]
[-1.121654038454414, 0, 0, 90, 1211.0, 1263.0, 12006049.252028089, -771506.3785853434, -90]
[0, 1.121654038454414, 0, 90, 1296.0, 1263.0, 12006050.361989373, -771506.2170498107, 360]
[0, 1.121654038454414, 0, 90, 1381.0, 1263.0, 12006051.471950658, -771506.055514278, 360]
[0, 1.121654038454414, 0, 90, 1466.0, 1263.0, 12006052.581911942, -771505.8939787453, 360]
[-1.121654038454414, 0, 0, 90, 1466.0, 1166.0, 12006053.703534935, -771505.8856335377, -90]
[0, -1.121654038454414, 0, 90, 1381.0, 1166.0, 12006052.582562188, -771505.9247216886, 0]
[0, -1.121654038454414, 0, 90, 1296.0, 1166.0, 12006051.46158944, -771505.9638098396, 0]
[0, -1.121654038454414, 0, 90, 1211.0, 1166.0, 12006050.340616694, -771506.0028979905, 0]
[-1.121654038454414, 0, 0, 90, 1211.0, 1069.0, 12006051.462239686, -771505.9945527829, -90]
[0, 1.121654038454414, 0, 90, 1296.0, 1069.0, 12006052.57220097, -771505.8330172502, 360]
[0, 1.121654038454414, 0, 90, 1381.0, 1069.0, 12006053.682162255, -771505.6714817175, 360]
[0, 1.121654038454414, 0, 90, 1466.0, 1069.0, 12006054.79212354, -771505.5099461848, 360]
[0, 1.121654038454414, 0, 90, 1551.0, 1069.0, 12006055.902084824, -771505.3484106521, 360]
[-1.121654038454414, 0, 0, 90, 1551.0, 972.0, 12006057.023707816, -771505.3400654445, -90]
[0, -1.121654038454414, 0, 90, 1466.0, 972.0, 12006055.90273507, -771505.3791535954, 0]
[0, -1.121654038454414, 0, 90, 1381.0, 972.0, 12006054.781762322, -771505.4182417464, 0]
[0, -1.121654038454414, 0, 90, 1296.0, 972.0, 12006053.660789575, -771505.4573298973, 0]
[0, -1.121654038454414, 0, 90, 1211.0, 972.0, 12006052.539816828, -771505.4964180483, 0]
[-1.121654038454414, 0, 0, 90, 1211.0, 875.0, 12006053.661439821, -771505.4880728406, -90]
[0, 1.121654038454414, 0, 90, 1296.0, 875.0, 12006054.771401105, -771505.3265373079, 360]
[0, 1.121654038454414, 0, 90, 1381.0, 875.0, 12006055.88136239, -771505.1650017753, 360]
[0, 1.121654038454414, 0, 90, 1466.0, 875.0, 12006056.991323674, -771505.0034662426, 360]
[0, 1.121654038454414, 0, 90, 1551.0, 875.0, 12006058.101284958, -771504.8419307099, 360]
